iter	Logloss
123	0.02019300337
124	0.02016815049
125	0.02013755966
126	0.02008428359
127	0.02008424351
128	0.02003680071
129	0.01998732451
130	0.01990288682
131	0.01986777747
132	0.01982070625
133	0.01974653825
134	0.01968774485
135	0.01968162404
136	0.01961605149
137	0.01958972628
138	0.01954382351
139	0.01950331122
140	0.01946004688
141	0.01943443371
142	0.01943109569
143	0.01940838593
144	0.01936507684
145	0.01927181881
146	0.01923286095
147	0.01917413369
148	0.01914282772
149	0.01913864303
150	0.01909223132
151	0.01906825118
152	0.01899332445
153	0.01896563159
154	0.01892158945
155	0.01888203394
156	0.01884892569
157	0.01882569221
158	0.0187829014
159	0.01875142305
160	0.01872977746
161	0.01865754792
162	0.01863709607
163	0.01861047009
164	0.01856126665
165	0.01853719079
166	0.01852141698
167	0.01848583527
168	0.01844248339
169	0.01843030519
170	0.01841094396
171	0.01838574206
172	0.01838575334
173	0.01838506387
174	0.0183829262
175	0.01836517347
176	0.01834384343
177	0.01832748366
178	0.0182828933
179	0.01826088001
180	0.01826087573
181	0.01826087573
182	0.01825957188
183	0.01822344388
184	0.01817207125
185	0.01813818404
186	0.01812328414
187	0.01811111722
188	0.01811082657
189	0.01808959225
190	0.01806925284
191	0.01806923416
192	0.01804335797
193	0.01801170375
194	0.01801087965
195	0.01801080767
196	0.01799687233
197	0.01798345799
198	0.01796704996
199	0.01795078824
200	0.01792666335
201	0.01787447557
202	0.01785234789
203	0.01783290884
204	0.01782127926
205	0.01778098876
206	0.0177590778
207	0.01774323007
208	0.01773619567
209	0.01772105415
210	0.01770200847
211	0.01768574791
212	0.01766997917
213	0.01765662591
214	0.01762626543
215	0.01761509498
216	0.01759424819
217	0.01757837089
218	0.01755798168
219	0.01753484431
220	0.01751878063
221	0.01750091001
222	0.01748957925
223	0.01746690373
224	0.01744957123
225	0.01742157176
226	0.01741271135
227	0.01740034016
228	0.01737057149
229	0.01734293232
230	0.0173229641
231	0.01731528731
232	0.01728627815
233	0.0172607393
234	0.01723591871
235	0.01721922354
236	0.0172024914
237	0.01717829609
238	0.01717683465
239	0.01716879523
240	0.01715412995
241	0.01714803482
242	0.017131363
243	0.01711406123
244	0.017099708
245	0.01709227167
246	0.01708118799
247	0.01707481154
248	0.01706216332
249	0.01704614517
250	0.01702993131
251	0.01701114437
252	0.01699014117
253	0.01697507591
254	0.01693714602
255	0.01692295311
256	0.01690364362
257	0.01689549564
258	0.01688386295
259	0.01688076344
260	0.01686954085
261	0.01685502537
262	0.01683662637
263	0.01682212879
264	0.01681169178
265	0.01680625149
266	0.01677883643
267	0.01674407221
268	0.01673498573
269	0.01671189505
270	0.01668997515
271	0.01667744677
272	0.01666087999
273	0.01665144373
274	0.01663022186
275	0.0166179958
276	0.01660988089
277	0.01659885752
278	0.01658063166
279	0.01657213349
280	0.01654937899
281	0.01653139086
282	0.0165249043
283	0.01651074601
284	0.01645611784
285	0.0164214361
286	0.0163994341
287	0.01637546407
288	0.01637352367
289	0.01636141395
290	0.016344083
291	0.01632930683
292	0.01632096897
293	0.01630520373
294	0.01629882884
295	0.01629519355
296	0.01628302897
297	0.01627742877
298	0.01626865902
299	0.01625562287
300	0.01624210386
301	0.01623154739
302	0.01621381568
303	0.01620117407
304	0.01620117329
305	0.01619973949
306	0.01618846282
307	0.0161781686
308	0.01616677209
309	0.01616336792
310	0.01615548063
311	0.01613969282
312	0.01612790099
313	0.01611249294
314	0.0161076145
315	0.01609936691
316	0.01608848555
317	0.01608238653
318	0.0160697492
319	0.01605327037
320	0.01604685229
321	0.01603316636
322	0.01602181342
323	0.01600676995
324	0.01598904173
325	0.01597924984
326	0.01597485115
327	0.01596803581
328	0.0159610979
329	0.01595224761
330	0.01594281757
331	0.01593582519
332	0.01593219846
333	0.01591476207
334	0.01590482465
335	0.01589495727
336	0.01588969208
337	0.01588608753
338	0.0158785831
339	0.01587342296
340	0.01586497265
341	0.01585862617
342	0.01584877902
343	0.01584304575
344	0.01584016218
345	0.01583063993
346	0.01582439655
347	0.01582044766
348	0.01581354049
349	0.01580205098
350	0.01578791371
351	0.0157731387
352	0.01576499033
353	0.01575763649
354	0.01575195419
355	0.01574165958
356	0.01573696518
357	0.01573013661
358	0.01572437688
359	0.01571775219
360	0.01570732958
361	0.01569836178
362	0.01569375687
363	0.01568685943
364	0.01568177089
365	0.01566508427
366	0.01562412686
367	0.01561832083
368	0.01560226143
369	0.01559266719
370	0.01558422584
371	0.01557514365
372	0.01557077025
373	0.01555835587
374	0.01554422482
375	0.01553978177
376	0.015530977
377	0.01551502344
378	0.01547404152
379	0.01547401934
380	0.0154595918
381	0.01545264222
382	0.01544094377
383	0.01543224989
384	0.01542449606
385	0.01541943514
386	0.01539147263
387	0.015378582
388	0.01537363742
389	0.01536789091
390	0.01536012619
391	0.01535609286
392	0.01534910243
393	0.01533857865
394	0.0153294914
395	0.01532550787
396	0.01531986525
397	0.01530954925
398	0.0152978617
399	0.01529312566
400	0.01528878651
401	0.01527812071
402	0.01527015443
403	0.01526070066
404	0.0152545137
405	0.01525005315
406	0.01524669684
407	0.01524131919
408	0.01523807261
409	0.01523601003
410	0.01523267123
411	0.01521149605
412	0.01520729229
413	0.01519796848
414	0.01518413197
415	0.01518128186
416	0.01516476645
417	0.01515750366
418	0.01514446595
419	0.01513371922
420	0.01512298456
421	0.01512227368
422	0.01511137054
423	0.01510825391
424	0.01510339726
425	0.0150938431
426	0.01508190303
427	0.01507006878
428	0.0150604975
429	0.01505977418
430	0.01505976484
431	0.01505759487
432	0.01504965817
433	0.01504211523
434	0.0150350069
435	0.01503182412
436	0.01501468928
437	0.01501066762
438	0.0150074366
439	0.01499925632
440	0.01498757849
441	0.01497519057
442	0.01497519369
443	0.01496916431
444	0.01495849852
445	0.01495485661
446	0.01494442427
447	0.01492949752
448	0.01491940602
449	0.01490622825
450	0.01490286727
451	0.01489808532
452	0.0148748141
453	0.01486206082
454	0.01483872618
455	0.01482563945
456	0.01481561643
457	0.01480861783
458	0.01480287677
459	0.0147965194
460	0.01478922314
461	0.01478103625
462	0.01478043549
463	0.01476732658
464	0.01476654334
465	0.01476654567
466	0.01476649742
467	0.01476415042
468	0.01476411307
469	0.01476404536
470	0.01476402747
471	0.01476360764
472	0.01476358585
473	0.01476355705
474	0.01476355705
475	0.01476355705
476	0.01476355705
477	0.01476355705
478	0.01476355705
479	0.01476355705
480	0.01476355705
481	0.01476355705
482	0.01476355705
483	0.01476355705
484	0.01476355705
485	0.01476355705
486	0.01476355705
487	0.01476355705
488	0.01476355705
489	0.01476355705
490	0.01476355705
491	0.01476355705
492	0.01476355705
493	0.01476355705
494	0.01476355705
495	0.01476355705
496	0.01476355705
497	0.01476355705
498	0.01476355705
499	0.01476355705
500	0.01476355705
501	0.01476355705
502	0.01476355705
503	0.01476355705
504	0.01476355705
505	0.01476355705
506	0.01476355705
507	0.01476355705
508	0.01476355705
509	0.01476355705
510	0.01476355705
511	0.01476355705
512	0.01476355705
513	0.01476355705
514	0.01476355705
515	0.01476355705
516	0.01476355705
517	0.01476355705
518	0.01476355705
519	0.01476355705
520	0.01476355705
521	0.01476355705
522	0.01476355705
523	0.01476355705
524	0.01476355705
525	0.01476355705
526	0.01476355705
527	0.01476355705
528	0.01476355705
529	0.01476355705
530	0.01476355705
531	0.01476355705
532	0.01476355705
533	0.01476355705
534	0.01476355705
535	0.01476355705
536	0.01476355705
537	0.01476355705
538	0.01476355705
539	0.01476355705
540	0.01476355705
541	0.01476355705
542	0.01476355705
543	0.01476355705
544	0.01476355705
545	0.01476355705
546	0.01476355705
547	0.01476355705
548	0.01476355705
549	0.01476355705
550	0.01476355705
551	0.01476355705
552	0.01476355705
553	0.01476355705
554	0.01476355705
555	0.01476355705
556	0.01476355705
557	0.01476355705
558	0.01476355705
559	0.01476355705
560	0.01476355705
561	0.01476355705
562	0.01476355705
563	0.01475153138
564	0.01474790659
565	0.01474529384
566	0.01474527594
567	0.01473552762
568	0.01473508484
569	0.01473072389
570	0.01472160668
571	0.014721581
572	0.01472154209
573	0.01472150201
574	0.01472149306
575	0.01472148567
576	0.01472147011
577	0.01472143431
578	0.0147213919
579	0.01472105806
580	0.01471760214
581	0.01470010427
582	0.01469081664
583	0.01468793463
584	0.01468783191
585	0.01468634675
586	0.01468316708
587	0.01467970883
588	0.01467923219
589	0.01467596538
590	0.01467096943
591	0.01467059396
592	0.01467057839
593	0.01467056516
594	0.01466546455
595	0.01466349302
596	0.01466348991
597	0.01465558005
598	0.01465553959
599	0.01465544971
600	0.01465545243
601	0.01465194126
602	0.01465151715
603	0.01465149458
604	0.01465150237
605	0.01464981915
606	0.01464321587
607	0.0146428937
608	0.01464288708
609	0.01463741061
610	0.0146374001
611	0.01462494876
612	0.01462488767
613	0.01461344797
614	0.01460362261
615	0.01459319533
616	0.01458825308
617	0.014575029
618	0.01456988287
619	0.01456988481
620	0.01456988481
621	0.01456978442
622	0.01456977197
623	0.0145642064
624	0.01456421107
625	0.0145642099
626	0.01456416749
627	0.01456408228
628	0.01456407683
629	0.01456407994
630	0.01456399084
631	0.01455666268
632	0.01455659342
633	0.01455658875
634	0.01455658175
635	0.01455193287
636	0.0145519317
637	0.01454845088
638	0.01454514671
639	0.01454508212
640	0.01454508368
641	0.01454507473
642	0.01454507278
643	0.01454507162
644	0.01454386971
645	0.01454377555
646	0.01454377555
647	0.01453933484
648	0.01453924574
649	0.01453914302
650	0.01453911967
651	0.01453905975
652	0.01453905781
653	0.01453905002
654	0.01453903718
655	0.01453903718
656	0.01453895548
657	0.01453895548
658	0.01453894536
659	0.01453893485
660	0.01453893057
661	0.01453891423
662	0.01453889906
663	0.01453887377
664	0.01453887416
665	0.01453876599
666	0.01453875859
667	0.01453873875
668	0.01453872941
669	0.0145387049
670	0.0145356692
671	0.01453214286
672	0.01453179229
673	0.0145290916
674	0.01452090704
675	0.01451862385
676	0.01451854564
677	0.01451855109
678	0.01451854447
679	0.01451854564
680	0.01451847093
681	0.0145184616
682	0.0145184079
683	0.01451840129
684	0.01451838261
685	0.01451836043
686	0.01451833631
687	0.01451833125
688	0.01451833008
689	0.01451832425
690	0.01451831763
691	0.01451830518
692	0.01451830752
693	0.01451830479
694	0.01451831024
695	0.01451830362
696	0.01451829857
697	0.01451771765
698	0.01451571927
699	0.01450532039
700	0.01449873773
701	0.01449306437
702	0.01449304648
703	0.01449304842
704	0.01449264921
705	0.01448865168
706	0.01448669065
707	0.01447982862
708	0.01447481789
709	0.0144659781
710	0.01446343383
711	0.01446342644
712	0.01445920245
713	0.01445583408
714	0.0144556905
715	0.01444905064
716	0.01444883314
717	0.01444792228
718	0.014445264
719	0.01443844204
720	0.01443841169
721	0.01443012247
722	0.01442566542
723	0.01441633538
724	0.01440920137
725	0.01439480495
726	0.0143775775
727	0.01436108622
728	0.01434884032
729	0.01434765825
730	0.01433728194
731	0.01433281672
732	0.01433278948
733	0.01432802621
734	0.01432685504
735	0.01432466679
736	0.01431494649
737	0.01431002836
738	0.01431001435
739	0.01429769336
740	0.01429769841
741	0.01429768752
742	0.01429767468
743	0.01429766845
744	0.01429767118
745	0.0142894123
746	0.0142799916
747	0.01427996398
748	0.01427304708
749	0.01427305058
750	0.01426821456
751	0.01426821028
752	0.01426820833
753	0.01426820833
754	0.0142681986
755	0.0142681986
756	0.01426815969
757	0.01426356802
758	0.01426356996
759	0.0142599051
760	0.01425990588
761	0.01425633012
762	0.01425633946
763	0.01425162288
764	0.01425161666
765	0.01424429978
766	0.014240689
767	0.01424068122
768	0.01424067694
769	0.01424068667
770	0.01424067149
771	0.01422614784
772	0.01422002431
773	0.01422000641
774	0.01421662442
775	0.01421661936
776	0.01420417853
777	0.0142041758
778	0.0142041758
779	0.0142041758
780	0.0142041758
781	0.0142041758
782	0.0142041758
783	0.0142041758
784	0.0142041758
785	0.0142041758
786	0.0142041758
787	0.0142041758
788	0.0142041758
789	0.0142041758
790	0.0142041758
791	0.0142041758
792	0.0142041758
793	0.0142041758
794	0.0142041758
795	0.0142041758
796	0.0142041758
797	0.0142041758
798	0.0142041758
799	0.0142041758
800	0.0142041758
801	0.0142041758
802	0.0142041758
803	0.0142041758
804	0.0142041758
805	0.0142041758
806	0.0142041758
807	0.0142041758
808	0.0142041758
809	0.0142041758
810	0.0142041758
811	0.0142041758
812	0.0142041758
813	0.0142041758
814	0.0142041758
815	0.0142041758
816	0.0142041758
817	0.0142041758
818	0.0142041758
819	0.0142041758
820	0.0142041758
821	0.0142041758
822	0.0142041758
823	0.0142041758
824	0.0142041758
825	0.0142041758
826	0.0142041758
827	0.0142041758
828	0.0142041758
829	0.0142041758
830	0.0142041758
831	0.0142041758
832	0.0142041758
833	0.0142041758
834	0.0142041758
835	0.0142041758
836	0.0142041758
837	0.0142041758
838	0.0142041758
839	0.0142041758
840	0.0142041758
841	0.0142041758
842	0.0142041758
843	0.0142041758
844	0.0142041758
845	0.0142041758
846	0.0142041758
847	0.0142041758
848	0.0142041758
849	0.0142041758
850	0.0142041758
851	0.0142041758
852	0.0142041758
853	0.0142041758
854	0.0142041758
855	0.0142041758
856	0.0142041758
857	0.0142041758
858	0.0142041758
859	0.0142041758
860	0.0142041758
861	0.0142041758
862	0.0142041758
863	0.0142041758
864	0.0142041758
865	0.0142041758
866	0.0142041758
867	0.0142041758
868	0.0142041758
869	0.0142041758
870	0.0142041758
871	0.0142041758
872	0.0142041758
873	0.0142041758
874	0.0142041758
875	0.0142041758
876	0.0142041758
877	0.0142041758
878	0.0142041758
879	0.0142041758
880	0.0142041758
881	0.0142041758
882	0.0142041758
883	0.0142041758
884	0.0142041758
885	0.0142041758
886	0.0142041758
887	0.0142041758
888	0.0142041758
889	0.0142041758
890	0.0142041758
891	0.0142041758
892	0.0142041758
893	0.0142041758
894	0.0142041758
895	0.0142041758
896	0.0142041758
897	0.0142041758
898	0.0142041758
899	0.0142041758
900	0.0142041758
901	0.0142041758
902	0.0142041758
903	0.0142041758
904	0.0142041758
905	0.0142041758
906	0.0142041758
907	0.0142041758
908	0.0142041758
909	0.0142041758
910	0.0142041758
911	0.0142041758
912	0.0142041758
913	0.0142041758
914	0.0142041758
915	0.0142041758
916	0.0142041758
917	0.0142041758
918	0.0142041758
919	0.0142041758
920	0.0142041758
921	0.0142041758
922	0.0142041758
923	0.0142041758
924	0.0142041758
925	0.0142041758
926	0.0142041758
927	0.0142041758
928	0.0142041758
929	0.0142041758
930	0.0142041758
931	0.0142041758
932	0.0142041758
933	0.0142041758
934	0.0142041758
935	0.0142041758
936	0.0142041758
937	0.0142041758
938	0.0142041758
939	0.0142041758
940	0.0142041758
941	0.0142041758
942	0.0142041758
943	0.0142041758
944	0.0142041758
945	0.0142041758
946	0.0142041758
947	0.0142041758
948	0.0142041758
949	0.0142041758
950	0.0142041758
951	0.0142041758
952	0.0142041758
953	0.0142041758
954	0.0142041758
955	0.0142041758
956	0.0142041758
957	0.0142041758
958	0.0142041758
959	0.0142041758
960	0.0142041758
961	0.0142041758
962	0.0142041758
963	0.0142041758
964	0.0142041758
965	0.0142041758
966	0.0142041758
967	0.0142041758
968	0.0142041758
969	0.0142041758
970	0.0142041758
971	0.0142041758
972	0.0142041758
973	0.0142041758
974	0.0142041758
975	0.0142041758
976	0.0142041758
977	0.0142041758
978	0.0142041758
979	0.0142041758
980	0.0142041758
981	0.0142041758
982	0.0142041758
983	0.0142041758
984	0.0142041758
985	0.0142041758
986	0.0142041758
987	0.0142041758
988	0.0142041758
989	0.0142041758
990	0.0142041758
991	0.0142041758
992	0.0142041758
993	0.0142041758
994	0.0142041758
995	0.0142041758
996	0.0142041758
997	0.0142041758
998	0.0142041758
999	0.0142041758
